TipoHabitacion,PrecioPorNoche,MetodoPago,FrecuenciaVisitas,AfiliadoFidelidad,MotivoViaje,PaisOrigen,AtencionRecepcion,LimpiezaHabitacion,Ruido,Confort,CalidadServicio,VariedadRestaurante,FacilidadReserva,Calificacion
Premium,42.03,Tarjeta,7,No,Evento,EEUU,5,4,2,3,1,4,1,2
Suite,40.0,Online,5,No,Vacaciones,México,4,5,4,4,3,1,3,4
Estándar,149.57,Tarjeta,7,Sí,Negocios,Brasil,4,2,3,4,5,1,1,4
Estándar,140.28,Transferencia,9,No,Vacaciones,Alemania,2,5,3,3,5,1,5,3
Premium,117.7,Online,5,No,Vacaciones,Argentina,2,1,1,1,2,5,1,2
Estándar,64.18,Tarjeta,7,No,Otro,Brasil,5,4,5,3,3,5,2,4
Estándar,91.68,Tarjeta,9,Sí,Evento,Alemania,5,3,2,2,5,1,2,3
Estándar,109.49,Tarjeta,1,Sí,Vacaciones,Brasil,4,4,1,1,5,4,2,4
Premium,56.16,Transferencia,4,Sí,Evento,España,3,3,5,3,2,5,1,3
Suite,90.44,Efectivo,1,No,Otro,EEUU,3,3,2,2,1,1,4,2
Familiar,146.09,Online,8,No,Negocios,Alemania,1,4,4,5,3,2,2,3
Suite,177.09,Transferencia,3,No,Vacaciones,Colombia,3,3,5,2,2,1,1,4
Familiar,103.22,Online,2,No,Evento,España,3,5,2,3,3,1,2,3
Estándar,150.26,Transferencia,4,Sí,Vacaciones,México,2,1,3,1,3,2,3,2
Suite,43.44,Tarjeta,3,Sí,Negocios,Brasil,1,2,5,1,1,5,3,1
Familiar,146.38,Tarjeta,5,No,Vacaciones,EEUU,1,3,2,4,1,2,1,2
Premium,87.84,Efectivo,8,Sí,Vacaciones,EEUU,2,3,3,3,4,5,2,3
Premium,132.29,Efectivo,8,Sí,Evento,Brasil,3,4,3,2,2,4,2,3
Suite,110.09,Online,7,No,Negocios,Colombia,3,5,1,2,2,5,5,3
Suite,172.82,Efectivo,8,Sí,Otro,Argentina,1,2,2,3,3,3,2,2
Estándar,85.02,Efectivo,5,No,Negocios,Argentina,3,3,1,2,4,5,4,3
Suite,145.1,Online,6,Sí,Negocios,Alemania,1,5,1,5,4,3,3,4
Estándar,108.82,Transferencia,8,No,Otro,Brasil,3,2,4,4,3,5,2,3
Estándar,113.67,Efectivo,1,No,Vacaciones,EEUU,4,4,1,1,1,2,4,1
Premium,112.65,Transferencia,6,Sí,Evento,Colombia,2,3,1,2,4,5,1,2
Premium,86.17,Tarjeta,6,No,Vacaciones,Argentina,5,4,4,5,2,1,3,3
Familiar,119.44,Efectivo,5,No,Vacaciones,Colombia,4,4,4,3,1,5,1,3
Premium,117.49,Tarjeta,4,No,Otro,Argentina,3,3,5,2,5,2,2,3
Premium,129.65,Tarjeta,1,Sí,Otro,México,5,5,1,3,4,2,1,4
Suite,123.38,Transferencia,8,No,Vacaciones,Colombia,4,5,3,5,3,5,3,4
Premium,151.92,Online,6,No,Negocios,España,2,4,4,5,2,5,1,3
Familiar,156.94,Efectivo,3,No,Evento,EEUU,5,4,2,1,4,5,1,3
Suite,77.98,Transferencia,3,No,Negocios,España,5,1,5,3,3,4,1,4
Familiar,154.75,Online,6,No,Vacaciones,Argentina,2,2,5,4,2,3,4,3
Premium,72.55,Tarjeta,7,No,Vacaciones,Colombia,4,4,1,1,4,5,4,3
Familiar,143.51,Efectivo,8,No,Evento,Colombia,5,4,3,3,2,5,2,3
Suite,144.79,Tarjeta,5,Sí,Negocios,España,2,2,4,3,5,3,1,4
Estándar,43.55,Tarjeta,6,No,Vacaciones,México,4,3,2,5,2,1,4,2
Familiar,123.72,Efectivo,1,No,Vacaciones,Colombia,3,5,1,5,3,4,3,3
Familiar,101.26,Online,6,No,Otro,España,1,3,3,3,4,4,3,2
Suite,89.65,Online,9,No,Evento,España,3,2,1,5,3,1,1,2
Suite,174.03,Efectivo,4,No,Otro,EEUU,3,2,1,3,5,3,2,3
Familiar,93.85,Efectivo,1,No,Otro,México,1,1,5,3,1,3,4,2
Premium,87.74,Transferencia,9,Sí,Otro,Alemania,3,1,2,1,2,2,4,1
Familiar,123.03,Transferencia,4,Sí,Vacaciones,España,3,5,2,1,3,3,4,3
Suite,147.42,Tarjeta,2,No,Negocios,EEUU,2,4,2,4,4,4,2,4
Estándar,114.33,Efectivo,1,No,Otro,Alemania,2,2,2,1,4,2,5,3
Estándar,166.65,Online,3,No,Negocios,EEUU,4,1,4,2,1,5,4,3
Premium,141.24,Tarjeta,7,Sí,Vacaciones,EEUU,5,3,4,2,4,5,1,3
Familiar,40.0,Tarjeta,2,No,Otro,Brasil,4,1,2,5,5,5,4,3
Estándar,98.82,Tarjeta,9,No,Vacaciones,México,2,3,3,2,1,2,4,2
Familiar,97.53,Tarjeta,2,Sí,Otro,Colombia,2,1,4,1,5,4,5,3
Suite,139.17,Online,5,No,Otro,México,1,3,4,4,2,3,1,3
Estándar,40.0,Tarjeta,8,No,Vacaciones,Alemania,1,1,3,3,5,2,1,2
Premium,221.96,Efectivo,8,No,Evento,Brasil,2,1,2,4,2,4,1,3
Suite,141.24,Transferencia,3,No,Evento,México,3,5,1,1,5,3,4,4
Premium,125.96,Online,2,No,Negocios,Colombia,4,4,4,1,1,1,4,2
Suite,167.26,Efectivo,9,No,Negocios,México,2,2,1,1,2,4,3,2
Estándar,213.75,Efectivo,3,No,Vacaciones,México,2,4,1,5,5,1,5,3
Premium,154.83,Efectivo,8,No,Vacaciones,México,1,5,3,2,5,5,1,3
Premium,157.95,Transferencia,2,No,Vacaciones,España,4,3,2,1,4,5,1,3
Suite,125.23,Transferencia,3,No,Evento,España,4,4,1,3,5,4,3,4
Premium,114.34,Transferencia,1,No,Evento,México,5,2,2,2,4,1,4,3
Suite,100.97,Efectivo,6,Sí,Otro,Colombia,2,2,5,2,5,2,3,2
Suite,86.96,Transferencia,7,No,Otro,Argentina,5,3,2,5,3,3,3,3
Suite,92.52,Tarjeta,4,Sí,Vacaciones,Colombia,1,2,3,4,4,5,4,3
Suite,65.98,Transferencia,1,No,Vacaciones,Colombia,5,5,3,2,1,5,2,3
Estándar,116.97,Online,3,Sí,Negocios,Colombia,3,4,5,2,1,5,5,4
Suite,52.61,Efectivo,9,Sí,Evento,Brasil,2,2,3,1,2,5,2,2
Familiar,127.64,Efectivo,5,No,Vacaciones,Brasil,2,4,2,3,1,4,2,3
Premium,118.55,Tarjeta,6,No,Evento,EEUU,4,1,2,1,2,4,5,2
Familiar,125.88,Transferencia,4,No,Vacaciones,México,5,4,2,3,1,1,2,2
Estándar,99.11,Transferencia,1,No,Otro,Argentina,4,3,3,2,4,2,4,4
Familiar,243.07,Online,5,No,Vacaciones,Argentina,5,5,2,3,3,1,2,2
Premium,174.4,Tarjeta,5,No,Otro,México,5,2,4,1,2,2,2,3
Familiar,70.22,Online,5,No,Negocios,EEUU,1,5,5,1,3,4,2,3
Estándar,129.31,Online,6,No,Negocios,Colombia,5,4,4,4,5,5,4,4
Suite,95.68,Efectivo,2,Sí,Negocios,Alemania,4,2,2,5,5,1,3,4
Familiar,79.42,Efectivo,1,No,Vacaciones,Alemania,5,5,3,4,3,2,1,4
Estándar,66.4,Transferencia,2,No,Negocios,EEUU,5,3,5,2,4,3,5,4
Estándar,137.29,Transferencia,6,No,Vacaciones,Argentina,2,1,4,3,3,2,5,3
Premium,92.74,Online,5,Sí,Evento,Alemania,2,1,2,1,3,1,4,2
Premium,158.71,Transferencia,5,No,Otro,España,2,3,3,1,3,4,1,2
Familiar,159.75,Online,6,No,Evento,México,3,1,2,1,2,5,2,2
Suite,174.96,Transferencia,7,No,Vacaciones,Alemania,2,3,4,1,2,3,5,3
Estándar,85.9,Transferencia,9,No,Negocios,Brasil,3,4,4,2,3,1,2,3
Familiar,139.01,Efectivo,7,No,Otro,Brasil,3,3,5,5,4,4,4,4
Estándar,145.3,Efectivo,2,Sí,Negocios,Argentina,4,1,3,4,5,2,4,2
Estándar,101.03,Efectivo,6,No,Evento,Argentina,2,4,1,4,5,4,4,4
Suite,89.13,Efectivo,9,No,Vacaciones,España,5,3,2,1,5,4,3,4
Suite,184.38,Tarjeta,7,No,Otro,México,1,3,3,1,1,5,4,3
Familiar,129.1,Efectivo,2,Sí,Otro,España,5,4,1,3,4,1,2,3
Suite,145.44,Tarjeta,3,No,Vacaciones,México,2,2,3,1,2,4,3,3
Suite,87.12,Efectivo,8,No,Vacaciones,México,5,1,2,4,5,2,2,3
Familiar,71.23,Transferencia,9,No,Otro,Argentina,2,2,2,3,2,2,4,2
Suite,97.22,Online,4,No,Evento,Alemania,2,4,5,3,2,5,3,4
Premium,115.04,Transferencia,9,No,Evento,Brasil,5,4,4,1,2,4,1,4
Estándar,77.43,Transferencia,2,Sí,Negocios,EEUU,3,5,4,3,2,2,4,3
Estándar,119.61,Tarjeta,5,No,Otro,Alemania,4,5,4,5,3,2,3,4
Estándar,52.46,Efectivo,2,No,Vacaciones,Argentina,4,4,5,1,2,5,3,3
Estándar,75.2,Online,1,Sí,Vacaciones,Colombia,4,5,4,5,1,4,3,4
Familiar,146.84,Online,5,Sí,Vacaciones,España,4,3,3,1,2,5,5,3
Estándar,144.15,Efectivo,2,Sí,Vacaciones,Argentina,1,2,4,5,5,4,3,4
Estándar,104.32,Tarjeta,7,No,Otro,Colombia,2,4,4,1,2,2,1,2
Estándar,79.29,Tarjeta,8,Sí,Evento,México,1,3,2,4,5,1,4,4
Estándar,78.9,Tarjeta,2,No,Negocios,Argentina,4,1,5,1,2,2,4,2
Premium,105.07,Online,7,No,Evento,Alemania,4,1,5,4,4,1,4,2
Estándar,145.78,Tarjeta,4,No,Negocios,Colombia,5,5,4,2,3,4,3,4
Premium,157.13,Tarjeta,1,No,Vacaciones,Colombia,4,5,1,2,5,4,4,4
Familiar,100.14,Online,3,No,Vacaciones,Brasil,2,3,2,1,1,3,1,2
Suite,73.86,Online,1,No,Otro,Argentina,4,1,4,4,2,4,5,2
Estándar,130.71,Transferencia,5,No,Vacaciones,Colombia,4,4,1,4,5,4,1,3
Suite,87.06,Online,8,No,Otro,Brasil,1,2,3,3,3,3,5,3
Suite,99.27,Efectivo,1,No,Otro,Brasil,2,5,2,3,2,1,4,3
Familiar,173.01,Online,9,Sí,Otro,México,3,3,5,5,3,4,2,3
Suite,153.08,Online,3,Sí,Vacaciones,Brasil,5,5,1,3,1,5,5,4
Premium,126.32,Tarjeta,5,No,Vacaciones,México,3,3,4,1,5,4,1,3
Suite,69.12,Transferencia,9,No,Evento,Brasil,1,1,1,3,1,4,1,2
Suite,128.46,Tarjeta,5,No,Negocios,Brasil,4,5,5,3,3,2,2,3
Suite,162.51,Transferencia,9,Sí,Evento,Argentina,5,3,3,1,4,4,5,4
Estándar,104.97,Tarjeta,8,No,Vacaciones,Argentina,2,3,1,1,4,4,5,3
Estándar,174.04,Efectivo,7,Sí,Negocios,México,5,5,4,5,5,5,1,5
Premium,171.71,Tarjeta,1,No,Otro,Colombia,1,2,1,4,2,3,5,3
Premium,186.55,Tarjeta,4,Sí,Negocios,España,4,4,3,3,1,3,2,3
Estándar,132.21,Efectivo,9,No,Otro,Alemania,1,1,1,2,4,3,5,2
Premium,143.5,Efectivo,8,No,Vacaciones,Alemania,2,5,3,4,4,2,5,4
Estándar,176.57,Online,4,No,Negocios,México,3,5,3,1,2,4,2,3
Familiar,137.9,Tarjeta,1,No,Otro,Colombia,4,2,2,3,1,1,4,2
Suite,99.95,Efectivo,4,No,Evento,Argentina,4,1,2,5,3,1,5,2
Suite,102.06,Efectivo,3,No,Evento,Argentina,1,5,4,2,4,5,1,3
Premium,129.54,Online,6,No,Otro,España,1,2,4,4,5,2,3,3
Estándar,68.38,Transferencia,5,Sí,Evento,EEUU,1,4,4,3,5,2,1,2
Estándar,114.27,Efectivo,5,No,Evento,Argentina,4,3,3,1,3,4,1,2
Premium,163.86,Efectivo,2,No,Negocios,México,1,4,3,4,2,1,4,3
Estándar,40.0,Tarjeta,3,Sí,Evento,EEUU,5,4,2,2,2,2,4,3
Familiar,181.38,Online,6,Sí,Negocios,Alemania,5,4,3,1,4,5,1,3
Suite,164.89,Tarjeta,2,No,Vacaciones,Alemania,5,4,2,2,4,1,5,4
Premium,101.61,Transferencia,4,No,Evento,Argentina,4,3,1,3,4,2,1,3
Premium,141.74,Online,2,No,Vacaciones,España,1,1,4,4,3,4,5,4
Estándar,120.13,Tarjeta,9,No,Evento,España,2,1,4,5,3,4,2,4
Premium,169.2,Efectivo,3,No,Otro,EEUU,1,2,5,3,4,4,2,4
Familiar,159.31,Efectivo,6,Sí,Otro,Argentina,4,2,2,3,2,4,4,3
Estándar,64.0,Online,1,Sí,Vacaciones,Alemania,5,5,5,5,1,1,3,3
Estándar,143.49,Efectivo,3,Sí,Vacaciones,España,4,4,4,5,4,1,3,4
Estándar,111.77,Tarjeta,8,Sí,Vacaciones,España,1,4,5,1,2,2,4,1
Estándar,123.31,Online,5,Sí,Otro,Alemania,4,3,1,2,2,5,2,3
Familiar,90.87,Efectivo,8,No,Vacaciones,Argentina,2,4,5,3,5,3,4,4
Estándar,189.93,Efectivo,2,No,Otro,Alemania,4,3,1,1,1,3,2,3
Premium,161.6,Transferencia,7,No,Vacaciones,Colombia,3,5,4,1,4,4,5,4
Familiar,90.41,Transferencia,9,No,Negocios,Brasil,4,2,3,3,1,2,2,2
Suite,66.62,Online,7,No,Negocios,España,1,2,2,2,4,3,2,2
Suite,104.57,Transferencia,3,No,Evento,EEUU,3,5,5,5,1,3,2,3
Premium,137.38,Tarjeta,7,No,Negocios,Argentina,5,5,1,3,1,3,3,3
Premium,129.61,Efectivo,8,No,Vacaciones,México,1,4,4,2,2,3,2,2
Familiar,170.13,Efectivo,1,Sí,Negocios,México,2,2,4,5,1,3,1,1
Suite,151.6,Efectivo,3,No,Negocios,Alemania,4,1,3,4,1,2,5,3
Suite,158.78,Online,5,No,Vacaciones,Brasil,4,5,4,3,4,3,3,4
Suite,133.07,Online,6,No,Negocios,Argentina,1,2,4,3,2,3,1,2
Suite,64.43,Transferencia,3,Sí,Vacaciones,Argentina,4,2,3,2,1,2,3,2
Suite,112.17,Efectivo,4,No,Negocios,EEUU,4,3,4,1,2,1,3,2
Estándar,162.4,Efectivo,5,No,Vacaciones,Colombia,5,2,1,1,2,1,1,2
Premium,117.94,Efectivo,3,Sí,Otro,España,4,5,5,2,3,1,4,3
Estándar,140.12,Efectivo,4,No,Otro,Colombia,4,4,5,3,4,3,4,3
Suite,107.25,Efectivo,5,Sí,Evento,Argentina,5,2,1,3,3,2,2,2
Familiar,78.81,Tarjeta,2,No,Negocios,EEUU,4,1,5,3,2,1,1,2
Familiar,115.07,Efectivo,9,Sí,Evento,Colombia,5,5,4,4,1,4,2,4
Suite,132.36,Tarjeta,8,No,Vacaciones,Alemania,2,4,5,1,4,4,4,3
Suite,93.77,Efectivo,6,Sí,Otro,México,4,4,5,4,5,2,1,4
Familiar,110.57,Online,3,No,Vacaciones,Alemania,1,5,4,3,4,3,1,3
Estándar,82.42,Online,2,Sí,Evento,España,3,4,5,1,3,1,1,3
Estándar,164.77,Tarjeta,7,Sí,Vacaciones,Alemania,2,1,4,3,4,3,2,3
Suite,108.22,Efectivo,8,No,Vacaciones,EEUU,4,2,3,3,1,1,3,2
Estándar,178.11,Online,1,Sí,Vacaciones,Argentina,1,5,3,2,4,5,3,3
Familiar,181.15,Online,6,Sí,Vacaciones,EEUU,3,2,5,1,5,5,3,4
Estándar,116.76,Efectivo,7,Sí,Otro,España,5,2,3,3,3,3,1,3
Suite,79.66,Efectivo,9,No,Vacaciones,España,4,4,5,5,3,4,4,4
Familiar,40.0,Online,3,No,Vacaciones,México,5,5,3,5,2,3,2,3
Estándar,61.12,Efectivo,2,Sí,Otro,Colombia,2,2,5,3,3,1,2,2
Premium,65.05,Transferencia,5,Sí,Vacaciones,México,3,3,2,2,5,3,4,4
Familiar,175.14,Efectivo,1,No,Vacaciones,Alemania,3,1,1,3,5,3,3,2
Familiar,124.63,Online,6,Sí,Evento,Colombia,5,4,3,5,3,1,5,3
Premium,135.58,Online,9,No,Otro,España,5,5,4,1,4,4,4,5
Premium,40.0,Tarjeta,9,No,Negocios,EEUU,2,5,1,2,5,5,3,4
Familiar,72.08,Transferencia,7,No,Vacaciones,Alemania,1,4,5,3,3,1,1,3
Premium,155.48,Online,7,Sí,Evento,México,4,2,1,5,3,3,4,3
Suite,131.47,Transferencia,8,No,Otro,Argentina,1,4,4,1,4,2,3,3
Suite,114.11,Efectivo,2,No,Vacaciones,Brasil,3,5,4,5,3,3,2,4
Suite,142.59,Online,6,No,Negocios,Brasil,4,3,5,2,1,3,5,4
Familiar,185.43,Tarjeta,5,No,Vacaciones,España,2,2,3,4,2,2,5,3
Premium,111.16,Online,5,No,Evento,Argentina,1,4,3,3,5,3,5,4
Premium,122.77,Tarjeta,3,No,Otro,Colombia,1,5,2,1,4,2,3,3
Estándar,127.7,Transferencia,3,Sí,Evento,Brasil,4,5,4,2,4,3,3,3
Estándar,215.68,Tarjeta,6,No,Otro,Colombia,2,5,2,2,2,4,1,3
Premium,40.0,Efectivo,7,Sí,Negocios,EEUU,2,3,4,4,1,5,5,4
Premium,147.33,Efectivo,1,No,Vacaciones,España,1,2,2,4,2,4,2,3
Premium,115.41,Efectivo,3,No,Evento,España,1,4,3,3,3,1,5,2
Familiar,142.67,Online,1,No,Negocios,Alemania,5,2,4,3,4,1,4,2
Premium,93.71,Efectivo,3,No,Negocios,Alemania,4,5,3,2,3,3,4,3
Estándar,118.04,Efectivo,5,Sí,Vacaciones,Argentina,2,3,1,3,4,1,2,3
Familiar,148.46,Online,9,Sí,Evento,Colombia,3,3,3,3,4,1,3,3
Premium,244.52,Transferencia,3,No,Vacaciones,Brasil,4,5,4,4,3,3,5,4
Estándar,152.32,Efectivo,9,No,Vacaciones,Brasil,5,2,1,2,2,3,4,2
Familiar,86.08,Efectivo,1,No,Otro,México,4,2,2,5,5,5,2,4
Premium,103.05,Online,6,Sí,Otro,Colombia,1,3,5,5,5,2,1,3
Premium,101.86,Transferencia,9,No,Vacaciones,Brasil,4,1,4,1,2,3,4,2
Premium,48.17,Transferencia,5,No,Otro,Alemania,4,3,5,4,1,5,4,4
Familiar,106.8,Transferencia,2,No,Evento,Alemania,4,3,5,1,2,4,5,4
Estándar,149.31,Online,5,No,Otro,Alemania,3,4,1,2,2,1,3,2
Estándar,69.03,Tarjeta,1,No,Negocios,Colombia,5,3,2,5,2,2,4,3
Suite,161.94,Tarjeta,9,No,Vacaciones,España,4,1,3,5,5,4,4,3
Premium,139.51,Efectivo,9,No,Vacaciones,Argentina,4,3,1,5,4,3,5,4
Suite,90.63,Efectivo,6,Sí,Evento,México,3,2,2,1,1,4,3,2
Suite,114.34,Efectivo,9,No,Vacaciones,México,2,4,3,3,1,5,1,3
Estándar,183.93,Tarjeta,3,No,Otro,Alemania,4,4,3,1,1,3,1,2
Familiar,149.34,Online,4,No,Negocios,EEUU,4,3,2,5,3,3,1,4
Familiar,120.35,Efectivo,6,No,Vacaciones,Colombia,2,4,3,4,2,2,1,4
Estándar,110.49,Online,4,No,Otro,Brasil,4,4,4,4,4,5,3,4
Familiar,123.06,Efectivo,1,No,Negocios,Brasil,4,3,4,1,4,1,1,3
Suite,99.53,Online,7,No,Vacaciones,Argentina,4,1,1,1,3,4,5,3
Premium,40.0,Online,5,No,Vacaciones,España,5,3,3,2,5,2,5,3
Estándar,201.69,Tarjeta,8,No,Vacaciones,Alemania,1,2,3,1,3,2,5,2
Premium,126.21,Online,9,Sí,Negocios,EEUU,5,5,2,1,3,3,1,2
Familiar,135.93,Transferencia,5,No,Vacaciones,Alemania,2,1,4,5,2,4,5,3
Premium,117.68,Tarjeta,8,No,Vacaciones,EEUU,5,3,5,3,5,2,5,5
Familiar,90.6,Efectivo,1,Sí,Otro,México,5,1,1,5,3,3,2,3
Familiar,112.56,Tarjeta,1,Sí,Otro,EEUU,3,5,4,3,4,3,1,3
Suite,56.02,Transferencia,7,No,Otro,México,2,4,2,5,2,5,5,3
Familiar,211.08,Transferencia,6,No,Otro,México,2,4,1,5,5,3,3,4
Suite,70.62,Online,5,No,Vacaciones,Colombia,2,5,5,2,4,1,5,3
Suite,78.72,Transferencia,5,Sí,Negocios,Argentina,5,4,1,3,1,5,2,3
Suite,102.39,Transferencia,9,Sí,Vacaciones,EEUU,2,1,4,5,2,5,3,3
Estándar,171.52,Transferencia,1,No,Evento,España,3,4,5,5,4,1,3,4
Estándar,120.58,Transferencia,8,Sí,Negocios,España,4,5,2,3,3,1,4,3
Familiar,70.55,Efectivo,2,Sí,Evento,EEUU,5,5,1,2,3,2,2,4
Suite,170.17,Efectivo,7,Sí,Vacaciones,Argentina,4,5,4,3,2,2,2,3
Estándar,149.24,Tarjeta,6,Sí,Negocios,Colombia,4,2,2,2,5,1,5,4
Suite,141.54,Online,2,Sí,Negocios,España,5,1,5,2,3,2,2,3
Premium,148.63,Efectivo,3,No,Otro,Alemania,5,5,1,4,4,1,3,4
Premium,215.77,Transferencia,4,Sí,Vacaciones,España,2,1,3,2,1,1,3,2
Premium,207.4,Online,7,No,Evento,Colombia,3,2,4,4,5,3,5,4
Familiar,92.53,Efectivo,8,No,Negocios,México,5,1,4,1,2,2,3,3
Suite,184.96,Tarjeta,2,No,Negocios,México,4,3,3,2,3,5,5,4
Premium,135.33,Transferencia,8,No,Otro,México,5,2,2,3,5,5,4,4
Estándar,139.96,Online,9,No,Negocios,Colombia,3,2,4,4,1,2,2,2
Premium,52.31,Efectivo,7,No,Otro,México,1,4,2,1,5,2,2,2
Premium,113.18,Online,1,No,Negocios,Argentina,4,5,5,1,5,2,2,3
Premium,87.49,Efectivo,6,No,Negocios,México,1,2,3,2,2,2,4,3
Familiar,153.12,Tarjeta,8,No,Vacaciones,Colombia,1,1,2,3,1,3,2,2
Estándar,162.84,Transferencia,5,No,Negocios,Alemania,3,3,5,2,1,1,4,2
Suite,40.0,Tarjeta,2,Sí,Otro,España,5,1,1,5,5,2,4,3
Estándar,119.12,Transferencia,5,No,Otro,Colombia,1,1,4,1,3,2,5,2
Suite,164.87,Transferencia,8,No,Otro,Colombia,2,3,3,5,5,1,1,3
Familiar,112.53,Online,2,No,Evento,EEUU,5,4,1,5,4,1,1,4
Familiar,149.16,Efectivo,1,Sí,Negocios,México,4,5,1,4,3,1,5,3
Familiar,134.05,Tarjeta,4,No,Vacaciones,Brasil,5,2,1,5,2,4,5,3
Familiar,133.67,Tarjeta,4,No,Vacaciones,Alemania,3,5,2,1,1,5,5,3
Suite,109.15,Tarjeta,9,Sí,Evento,Brasil,3,4,4,1,3,2,2,2
Premium,71.34,Online,3,No,Negocios,EEUU,4,3,3,3,2,3,3,3
Suite,75.14,Online,4,No,Otro,Alemania,4,5,4,2,5,3,5,4
Estándar,148.37,Online,3,No,Evento,México,4,1,4,3,2,1,4,2
Familiar,120.78,Transferencia,2,No,Evento,Brasil,3,2,4,3,4,3,1,3
Familiar,114.46,Tarjeta,4,No,Otro,México,5,2,5,2,2,5,2,2
Estándar,103.04,Transferencia,8,No,Evento,México,1,4,5,1,3,2,3,2
Suite,107.79,Tarjeta,1,No,Evento,España,1,4,5,4,1,3,1,2
Premium,161.88,Tarjeta,8,No,Otro,Alemania,2,3,5,5,3,5,1,4
Premium,106.59,Efectivo,8,No,Negocios,Alemania,3,4,4,4,3,5,1,4
Estándar,66.36,Tarjeta,3,No,Vacaciones,EEUU,4,5,4,5,1,4,4,4
Premium,149.75,Online,6,No,Vacaciones,Colombia,5,2,3,2,4,4,4,3
Suite,111.8,Online,4,Sí,Otro,México,3,3,3,2,3,3,4,3
Suite,121.26,Online,1,Sí,Otro,México,2,4,3,3,1,5,3,2
Estándar,184.3,Efectivo,1,No,Negocios,Brasil,1,1,3,2,1,1,1,1
Suite,119.18,Efectivo,5,No,Evento,EEUU,5,2,3,5,3,4,5,3
Familiar,131.57,Transferencia,8,No,Negocios,Alemania,1,3,5,4,1,5,3,2
Estándar,72.84,Tarjeta,1,Sí,Evento,España,5,2,4,4,5,4,4,5
Suite,111.21,Tarjeta,2,No,Evento,Alemania,4,5,3,4,3,2,4,4
Estándar,144.38,Online,7,Sí,Negocios,España,5,4,2,4,4,5,4,3
Premium,57.79,Online,8,No,Otro,España,4,4,3,3,5,5,2,3
Suite,128.03,Online,3,Sí,Otro,Alemania,3,4,3,4,4,2,1,3
Familiar,124.03,Online,8,No,Negocios,Brasil,1,1,4,5,3,4,5,3
Suite,121.65,Online,1,Sí,Evento,México,5,5,5,3,2,2,1,3
Estándar,161.49,Online,9,Sí,Evento,España,5,1,1,3,1,3,3,3
Estándar,133.38,Tarjeta,2,No,Evento,Brasil,2,5,4,3,5,1,2,3
Suite,179.12,Efectivo,2,Sí,Evento,EEUU,1,5,5,2,3,4,3,4
Familiar,80.26,Online,4,Sí,Negocios,EEUU,3,5,2,3,1,5,4,4
Familiar,125.44,Tarjeta,3,No,Vacaciones,España,4,4,1,5,2,3,4,5
Familiar,123.38,Online,4,Sí,Otro,México,3,4,5,4,4,4,5,5
Estándar,77.23,Transferencia,6,No,Otro,España,2,4,5,2,3,1,1,3
Suite,158.25,Transferencia,7,Sí,Vacaciones,EEUU,3,1,4,4,3,5,3,3
Premium,212.99,Tarjeta,5,Sí,Evento,Argentina,4,3,5,1,2,2,4,3
Estándar,119.32,Efectivo,2,No,Vacaciones,EEUU,1,5,3,2,4,1,5,3
Familiar,140.2,Transferencia,3,Sí,Vacaciones,Alemania,2,1,5,5,3,4,5,2
Suite,123.38,Transferencia,3,No,Vacaciones,Argentina,5,4,1,2,1,5,3,2
Familiar,91.46,Efectivo,5,No,Otro,México,5,4,5,3,2,4,1,4
Premium,47.17,Transferencia,5,Sí,Otro,Alemania,1,3,2,2,3,1,2,3
Familiar,91.77,Online,4,No,Vacaciones,Argentina,3,4,3,3,4,5,5,5
Familiar,64.32,Efectivo,8,Sí,Vacaciones,Brasil,5,5,1,4,5,1,3,4
Premium,188.16,Transferencia,6,Sí,Vacaciones,Argentina,2,2,1,2,3,4,4,3
Suite,115.4,Efectivo,6,Sí,Evento,Brasil,4,4,4,2,4,5,2,3
Estándar,106.16,Online,1,No,Evento,Brasil,3,3,4,5,2,5,2,4
Suite,155.57,Transferencia,6,No,Evento,Argentina,4,2,3,1,4,5,1,3
Premium,75.13,Tarjeta,3,Sí,Otro,Argentina,3,5,1,2,4,4,3,3
Familiar,89.33,Transferencia,6,No,Negocios,Colombia,2,5,2,4,2,3,1,3
Suite,122.72,Transferencia,6,No,Vacaciones,Argentina,4,5,5,3,5,4,5,4
Estándar,161.15,Online,2,No,Vacaciones,Brasil,2,3,5,4,1,2,5,3
Premium,140.07,Tarjeta,1,No,Negocios,España,4,2,5,5,5,3,3,4
Suite,129.93,Tarjeta,3,No,Vacaciones,Alemania,3,5,4,2,1,4,4,3
Estándar,123.12,Tarjeta,5,Sí,Evento,Brasil,2,4,1,1,1,2,5,2
Premium,136.01,Online,4,Sí,Evento,México,3,2,1,1,1,1,5,2
Estándar,128.07,Online,7,No,Negocios,Argentina,3,5,2,2,3,2,4,3
Premium,78.8,Online,4,No,Evento,Brasil,4,2,4,1,5,5,2,2
Familiar,121.84,Online,8,No,Negocios,España,4,4,2,4,4,3,3,4
Suite,77.05,Online,7,Sí,Evento,Argentina,2,1,1,3,3,4,2,3
Estándar,123.24,Tarjeta,9,No,Vacaciones,España,5,5,5,2,2,4,1,4
Premium,100.77,Efectivo,1,No,Otro,España,1,4,4,3,2,5,4,3
Estándar,221.58,Online,5,No,Evento,España,4,3,4,1,1,3,3,2
Estándar,118.4,Efectivo,4,Sí,Negocios,España,3,5,4,5,3,3,4,4
