Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,prom_horas_mes,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)","renuncio (1 Si, 0 No)"
Empleado 2807,0.59,0.62,3,178,4,0,0,1,0
Empleado 2808,0.91,0.57,3,164,3,0,0,1,0
Empleado 2809,0.83,0.98,5,189,4,1,0,0,0
Empleado 2810,0.5,0.91,3,212,2,0,0,0,0
Empleado 2811,0.69,0.97,4,233,3,0,0,0,0
Empleado 2812,0.87,0.91,5,268,3,0,0,0,0
Empleado 2813,0.37,0.43,2,155,2,0,0,0,0
Empleado 2814,0.9,0.98,4,257,3,0,0,0,0
Empleado 2815,0.68,0.41,4,254,5,0,0,0,0
Empleado 2816,0.93,0.63,4,143,3,1,0,0,0
Empleado 2817,0.95,0.45,3,225,2,0,0,0,0
Empleado 2818,0.99,1,4,223,2,1,0,0,0
Empleado 2819,0.64,0.9,2,101,6,0,0,0,0
Empleado 2820,0.96,0.37,2,159,6,0,0,0,0
Empleado 2821,0.92,0.54,5,141,2,0,0,0,0
Empleado 2822,0.22,0.52,5,147,5,1,0,0,0
Empleado 2823,0.82,0.99,5,252,3,1,0,0,0
Empleado 2824,0.75,0.89,3,196,3,0,0,0,0
Empleado 2825,0.2,0.89,6,244,3,0,0,0,0
Empleado 2826,0.64,0.73,3,142,3,0,0,0,0
Empleado 2827,0.62,0.9,4,155,4,0,0,0,0
Empleado 2828,0.73,0.59,3,219,2,0,0,0,0
Empleado 2829,0.52,0.51,3,213,4,0,0,0,0
Empleado 2830,0.63,0.67,5,263,3,0,0,1,0
Empleado 2831,0.84,0.92,4,274,3,0,0,1,0
Empleado 2832,0.49,0.96,3,140,3,0,0,1,0
Empleado 2833,0.54,0.78,4,176,2,0,0,1,0
Empleado 2834,0.52,0.78,4,206,2,0,0,1,0
Empleado 2835,0.66,0.63,6,223,6,0,0,1,0
Empleado 2836,0.73,0.41,2,231,6,1,0,1,0
Empleado 2837,0.54,0.64,3,250,3,0,0,1,0
Empleado 2838,0.72,0.68,5,266,4,0,0,1,0
Empleado 2839,0.75,0.64,4,247,3,1,0,1,0
Empleado 2840,0.77,0.57,3,189,2,0,0,1,0
Empleado 2841,0.42,0.94,5,227,5,0,0,1,0
Empleado 2842,0.13,0.69,4,127,4,0,0,2,0
Empleado 2843,0.73,0.88,5,204,5,0,0,0,0
Empleado 2844,0.5,0.95,5,137,3,0,0,1,0
Empleado 2845,0.92,0.62,4,265,3,1,0,1,0
Empleado 2846,0.73,0.66,3,135,2,0,0,1,0
Empleado 2847,0.74,0.38,2,126,3,0,0,1,0
Empleado 2848,0.76,0.78,3,189,2,0,0,0,0
Empleado 2849,0.53,0.92,3,207,4,1,0,0,0
Empleado 2850,0.65,0.72,3,134,3,0,0,0,0
Empleado 2851,0.91,0.85,4,203,2,0,0,0,0
Empleado 2852,0.69,0.76,5,222,3,1,0,0,0
Empleado 2853,0.56,0.66,3,232,2,0,0,0,0
Empleado 2854,0.55,0.81,4,267,5,0,0,0,0
Empleado 2855,0.74,0.5,5,131,3,0,0,0,0
Empleado 2856,0.86,0.86,3,155,4,0,0,0,0
Empleado 2857,0.82,0.74,3,232,3,0,0,0,0
Empleado 2858,0.35,0.8,3,137,5,0,0,0,0
Empleado 2859,0.93,0.99,4,136,4,0,0,0,0
Empleado 2860,0.55,0.77,3,237,2,0,0,0,0
Empleado 2861,0.99,0.68,4,190,3,0,0,0,0
Empleado 2862,0.91,0.89,4,144,3,1,0,0,0
Empleado 2863,0.24,0.65,6,194,3,0,0,0,0
Empleado 2864,0.77,0.67,3,186,2,0,0,0,0
Empleado 2865,0.64,0.66,3,218,3,0,0,0,0
Empleado 2866,0.58,0.76,5,260,2,1,0,0,0
Empleado 2867,0.65,0.99,4,200,4,0,0,0,0
Empleado 2868,0.44,0.68,3,140,3,0,0,0,0
Empleado 2869,0.59,0.75,2,156,3,0,0,1,0
Empleado 2870,0.99,0.56,3,193,3,1,0,1,0
Empleado 2871,0.75,0.79,4,145,3,0,0,1,0
Empleado 2872,0.77,0.49,4,217,2,0,0,1,0
Empleado 2873,0.85,0.64,4,162,3,0,0,1,0
Empleado 2874,0.77,0.93,5,182,4,0,0,1,0
Empleado 2875,0.54,0.95,3,221,3,0,0,1,0
Empleado 2876,0.69,0.82,4,208,2,0,0,1,0
Empleado 2877,0.66,0.65,5,161,3,0,0,1,0
Empleado 2878,0.51,0.65,4,269,3,0,0,1,0
Empleado 2879,0.74,0.59,4,155,3,0,0,1,0
Empleado 2880,0.55,0.72,3,110,3,0,0,1,0
Empleado 2881,0.65,0.84,3,154,3,0,0,2,0
Empleado 2882,0.2,0.77,6,213,4,0,0,0,0
Empleado 2883,0.92,0.94,5,248,3,0,0,1,0
Empleado 2884,0.57,0.6,3,202,3,0,0,1,0
Empleado 2885,0.75,0.78,2,251,6,0,0,1,0
Empleado 2886,0.68,0.84,3,239,2,0,0,1,0
Empleado 2887,0.97,0.7,3,203,3,0,0,0,0
Empleado 2888,0.79,0.48,4,184,5,1,0,0,0
Empleado 2889,0.66,0.75,4,203,3,1,0,0,0
Empleado 2890,0.96,0.69,3,214,2,1,0,0,0
Empleado 2891,0.73,0.69,4,161,3,0,0,0,0
Empleado 2892,0.29,0.58,5,234,2,0,0,0,0
Empleado 2893,0.58,0.56,3,151,2,0,0,0,0
Empleado 2894,0.72,0.58,4,149,3,0,0,0,0
Empleado 2895,0.94,0.87,4,240,3,0,0,0,0
Empleado 2896,0.48,0.56,5,140,2,0,0,0,0
Empleado 2897,0.6,0.99,3,187,2,0,0,0,0
Empleado 2898,0.97,0.58,5,156,2,1,0,0,0
Empleado 2899,0.74,0.41,4,250,4,0,0,0,0
Empleado 2900,0.97,0.61,3,165,2,0,0,0,0
Empleado 2901,0.88,0.67,5,260,3,1,0,0,0
Empleado 2902,0.5,0.7,3,274,3,0,0,0,0
Empleado 2903,0.93,0.98,4,160,3,0,0,0,0
Empleado 2904,0.3,0.7,5,280,4,1,0,0,0
Empleado 2905,0.69,0.53,3,142,3,0,0,0,0
Empleado 2906,0.69,0.9,2,155,2,0,0,0,0
Empleado 2907,0.53,0.67,4,167,2,0,0,0,0
Empleado 2908,0.32,0.8,3,263,3,0,0,1,0
Empleado 2909,0.73,0.75,3,259,4,0,0,1,0
Empleado 2910,0.77,0.61,4,223,3,0,0,1,0
Empleado 2911,0.59,0.81,6,123,5,0,0,1,0
Empleado 2912,0.19,0.51,5,226,3,0,0,1,0
Empleado 2913,0.78,0.95,3,270,2,0,0,1,0
Empleado 2914,0.84,0.74,3,139,3,0,0,1,0
Empleado 2915,0.65,0.77,5,241,2,0,0,1,0
Empleado 2916,0.38,0.43,2,160,6,0,0,1,0
Empleado 2917,0.12,0.47,3,258,5,0,0,1,0
Empleado 2918,0.74,0.81,5,106,5,0,0,1,0
Empleado 2919,0.67,0.82,4,171,2,0,0,1,0
Empleado 2920,0.5,0.79,3,186,3,0,0,2,0
Empleado 2921,0.99,0.39,6,214,5,1,0,0,0
Empleado 2922,0.79,0.89,4,240,3,0,0,1,0
Empleado 2923,0.72,0.51,4,164,3,0,0,1,0
Empleado 2924,0.83,0.57,4,232,3,0,0,1,0
Empleado 2925,0.69,0.55,5,242,2,0,0,1,0
Empleado 2926,0.5,0.89,5,222,3,0,0,0,0
Empleado 2927,0.82,0.84,3,139,2,1,0,0,0
Empleado 2928,0.68,0.56,4,272,3,0,0,0,0
Empleado 2929,0.82,0.69,4,262,2,0,0,0,0
Empleado 2930,0.32,0.81,2,249,3,0,0,0,0
Empleado 2931,0.93,0.86,4,219,3,0,0,0,0
Empleado 2932,0.42,0.73,4,208,5,0,0,0,0
Empleado 2933,0.22,0.44,3,166,6,0,0,0,0
Empleado 2934,0.56,0.88,3,174,3,0,0,0,0
Empleado 2935,0.77,0.75,4,225,3,0,0,0,0
Empleado 2936,0.29,0.48,2,116,6,1,0,0,0
Empleado 2937,0.97,0.65,3,219,2,0,0,0,0
Empleado 2938,0.91,0.7,4,196,2,0,0,0,0
Empleado 2939,0.52,0.67,4,210,3,1,0,0,0
Empleado 2940,0.54,0.64,2,219,3,0,0,0,0
Empleado 2941,0.54,0.98,3,197,3,0,0,0,0
Empleado 2942,0.67,0.52,2,102,6,0,0,0,0
Empleado 2943,0.72,0.85,3,186,4,0,0,0,0
Empleado 2944,0.68,0.51,4,224,2,0,0,0,0
Empleado 2945,0.65,0.98,3,283,2,1,0,0,0
Empleado 2946,0.72,0.98,5,197,4,0,0,0,0
Empleado 2947,0.51,0.79,5,267,3,0,0,1,0
Empleado 2948,0.8,0.58,4,172,3,0,0,1,0
Empleado 2949,0.83,0.93,4,261,2,0,0,1,0
Empleado 2950,0.15,0.86,3,204,4,0,0,1,0
Empleado 2951,0.5,0.73,4,237,2,0,0,1,0
Empleado 2952,0.8,0.55,2,212,3,0,0,1,0
Empleado 2953,0.96,0.62,4,217,2,0,0,1,0
Empleado 2954,0.67,0.7,5,159,3,1,0,1,0
Empleado 2955,0.98,0.96,5,139,3,0,0,1,0
Empleado 2956,0.88,0.59,5,230,3,0,0,1,0
Empleado 2957,0.85,0.79,3,157,4,0,0,1,0
Empleado 2958,0.75,0.7,5,269,3,0,0,1,0
Empleado 2959,0.38,0.77,2,170,3,0,0,2,0
Empleado 2960,0.55,0.82,2,197,4,0,0,0,0
Empleado 2961,0.63,0.89,4,246,3,0,0,1,0
Empleado 2962,0.78,0.51,4,278,3,0,0,1,0
Empleado 2963,0.99,0.84,5,138,2,0,0,1,0
Empleado 2964,0.72,0.87,3,238,3,0,0,1,0
Empleado 2965,0.14,0.83,5,175,6,1,0,0,0
Empleado 2966,0.81,0.67,4,216,3,0,0,0,0
Empleado 2967,0.73,0.86,4,196,4,1,0,0,0
Empleado 2968,0.58,0.8,5,187,3,1,0,0,0
Empleado 2969,0.24,0.85,4,155,5,0,0,0,0
Empleado 2970,0.31,0.86,3,205,5,0,0,0,0
Empleado 2971,0.74,0.63,3,230,2,0,0,0,0
Empleado 2972,0.86,0.69,5,157,3,0,0,0,0
Empleado 2973,0.22,0.8,4,287,4,0,0,0,0
Empleado 2974,0.66,0.7,4,161,3,0,0,0,0
Empleado 2975,0.21,0.76,5,239,2,0,0,0,0
Empleado 2976,0.95,0.61,3,267,2,0,0,0,0
Empleado 2977,0.24,0.55,5,208,5,0,0,0,0
Empleado 2978,0.66,0.95,3,133,3,0,0,0,0
Empleado 2979,0.88,0.86,3,187,3,0,0,0,0
Empleado 2980,0.67,0.61,4,140,2,0,0,0,0
Empleado 2981,0.75,0.58,4,270,3,0,0,0,0
Empleado 2982,0.93,0.48,3,147,3,0,0,0,0
Empleado 2983,0.64,0.71,3,181,2,0,0,0,0
Empleado 2984,0.51,0.53,3,156,3,0,0,0,0
Empleado 2985,0.98,0.5,4,207,3,0,0,0,0
Empleado 2986,0.72,0.63,4,241,4,1,0,1,0
Empleado 2987,0.51,0.75,4,154,3,0,0,1,0
Empleado 2988,0.54,0.58,4,206,3,0,0,1,0
Empleado 2989,0.99,0.76,4,204,2,0,0,1,0
Empleado 2990,0.44,0.9,4,117,3,0,0,1,0
Empleado 2991,0.74,0.48,5,144,3,0,0,1,0
Empleado 2992,0.9,0.77,3,156,3,0,0,1,0
Empleado 2993,0.86,0.58,4,211,4,0,0,1,0
Empleado 2994,0.66,0.52,3,149,4,1,0,1,0
Empleado 2995,0.64,0.96,4,152,5,0,0,1,0
Empleado 2996,0.5,0.59,4,192,2,0,0,1,0
Empleado 2997,0.88,0.68,4,274,4,0,0,1,0
Empleado 2998,0.72,0.47,5,168,6,0,0,2,0
Empleado 2999,0.53,0.53,4,205,3,0,0,0,0
Empleado 3000,0.83,0.77,3,228,3,0,0,1,0
Empleado 3001,0.24,0.52,4,228,5,0,0,1,0
Empleado 3002,0.66,0.75,5,227,3,1,0,1,0
Empleado 3003,0.43,0.63,3,156,3,0,0,1,0
Empleado 3004,0.75,0.66,5,177,2,0,0,0,0
Empleado 3005,0.42,0.89,6,188,5,1,0,0,0
Empleado 3006,0.54,0.74,3,185,4,0,0,0,0
Empleado 3007,0.84,0.85,3,153,4,0,0,0,0
Empleado 3008,0.95,0.79,4,174,3,0,0,0,0
Empleado 3009,0.6,0.61,4,209,3,0,0,0,0
Empleado 3010,0.95,0.71,3,251,2,1,0,0,0
Empleado 3011,0.62,0.89,3,153,3,1,0,0,0
Empleado 3012,0.89,0.73,3,210,2,0,0,0,0
Empleado 3013,0.73,0.93,5,167,3,0,0,0,0
Empleado 3014,0.86,0.94,3,151,2,0,0,0,0
Empleado 3015,0.76,0.73,3,158,2,0,0,0,0
Empleado 3016,0.91,0.76,3,116,5,0,0,0,0
Empleado 3017,1,0.81,5,178,2,0,0,0,0
Empleado 3018,0.98,0.78,4,155,3,1,0,0,0
Empleado 3019,0.65,0.89,3,151,2,0,0,0,0
Empleado 3020,0.62,0.79,4,216,2,1,0,0,0
Empleado 3021,0.83,0.82,5,179,3,0,0,0,0
Empleado 3022,0.75,1,4,135,4,0,0,0,0
Empleado 3023,0.82,0.63,4,232,4,0,0,0,0
Empleado 3024,0.69,0.68,4,168,3,0,0,0,0
Empleado 3025,0.41,0.96,6,171,5,1,0,1,0
Empleado 3026,0.52,0.64,5,258,2,0,0,1,0
Empleado 3027,0.74,0.86,3,221,2,0,0,1,0
Empleado 3028,0.33,0.96,5,97,3,0,0,1,0
Empleado 3029,0.8,0.69,3,164,3,0,0,1,0
Empleado 3030,0.82,0.89,4,237,3,0,0,1,0
Empleado 3031,0.59,0.65,5,161,2,0,0,1,0
Empleado 3032,0.98,0.8,4,134,2,1,0,1,0
Empleado 3033,0.93,0.94,4,188,3,0,0,1,0
Empleado 3034,0.49,0.95,4,181,3,0,0,1,0
Empleado 3035,0.6,0.94,4,160,2,0,0,1,0
Empleado 3036,0.34,0.82,6,197,5,1,0,1,0
Empleado 3037,0.71,0.77,3,145,3,0,0,2,0
Empleado 3038,0.6,0.64,5,221,2,0,0,0,0
Empleado 3039,0.12,0.78,6,260,5,0,0,1,0
Empleado 3040,0.16,0.87,3,99,5,1,0,1,0
Empleado 3041,0.57,0.61,3,243,3,0,0,1,0
Empleado 3042,0.72,0.8,5,244,3,0,0,1,0
Empleado 3043,0.91,0.55,4,179,4,0,0,0,0
Empleado 3044,0.95,0.49,4,146,6,1,0,0,0
Empleado 3045,0.71,0.9,3,262,2,1,0,0,0
Empleado 3046,0.9,0.69,4,174,2,0,0,0,0
Empleado 3047,0.66,0.81,4,148,4,0,0,0,0
Empleado 3048,0.48,0.59,5,235,3,0,0,0,0
Empleado 3049,0.82,0.82,5,285,2,1,0,0,0
Empleado 3050,0.83,0.79,4,143,3,0,0,0,0
Empleado 3051,0.85,0.82,6,141,5,0,0,0,0
Empleado 3052,0.84,0.47,3,125,4,0,0,0,0
Empleado 3053,0.99,0.51,4,232,3,0,0,0,0
Empleado 3054,0.54,0.72,3,172,2,0,0,0,0
Empleado 3055,0.64,0.42,5,283,5,0,0,0,0
Empleado 3056,0.67,0.68,3,189,3,0,0,0,0
Empleado 3057,0.48,0.54,2,144,3,0,0,0,0
Empleado 3058,0.58,0.77,4,145,3,1,0,0,0
Empleado 3059,0.54,0.59,3,200,3,0,0,0,0
Empleado 3060,0.25,0.65,3,264,4,0,0,0,0
Empleado 3061,0.9,0.53,3,215,3,0,0,0,0
Empleado 3062,0.48,0.39,4,272,3,0,0,0,0
Empleado 3063,0.76,0.9,5,142,3,0,0,0,0
Empleado 3064,0.72,0.53,5,240,2,0,0,1,0
Empleado 3065,0.95,0.66,4,168,2,0,0,1,0
Empleado 3066,0.73,0.55,4,171,4,0,0,1,0
Empleado 3067,0.93,0.7,3,159,2,0,0,1,0
Empleado 3068,0.89,0.61,3,175,4,0,0,1,0
Empleado 3069,0.7,0.97,4,244,3,0,0,1,0
Empleado 3070,0.98,0.57,3,198,3,0,0,1,0
Empleado 3071,0.72,0.65,5,151,3,0,0,1,0
Empleado 3072,0.49,0.69,2,188,4,0,0,1,0
Empleado 3073,0.15,0.85,3,199,2,0,0,1,0
Empleado 3074,0.57,0.96,4,257,3,0,0,1,0
Empleado 3075,0.21,0.81,4,144,4,0,0,1,0
Empleado 3076,0.46,0.57,4,275,3,0,0,2,0
Empleado 3077,0.56,0.52,3,243,3,0,0,0,0
Empleado 3078,0.81,0.66,3,181,2,1,0,1,0
Empleado 3079,0.93,0.59,5,172,3,0,0,1,0
Empleado 3080,0.82,0.97,3,244,5,0,0,1,0
Empleado 3081,0.76,0.51,4,242,3,0,0,1,0
Empleado 3082,0.97,0.81,3,249,2,0,0,0,0
Empleado 3083,0.38,0.81,5,128,3,1,0,0,0
Empleado 3084,0.46,0.49,3,213,3,0,0,0,0
Empleado 3085,0.34,0.57,4,152,3,1,0,0,0
Empleado 3086,0.63,0.76,4,245,3,0,0,0,0
Empleado 3087,0.57,0.56,4,113,3,0,0,0,0
Empleado 3088,0.17,0.76,4,280,5,0,0,0,0
Empleado 3089,0.74,0.67,3,273,3,1,0,0,0
Empleado 3090,0.59,0.56,4,221,3,1,0,0,0
Empleado 3091,0.49,0.61,5,133,3,0,0,0,0
Empleado 3092,0.49,0.58,3,136,4,1,0,0,0
Empleado 3093,0.61,0.71,4,243,3,1,0,0,0
Empleado 3094,0.81,0.79,5,135,3,0,0,0,0
Empleado 3095,0.74,0.63,3,231,3,0,0,0,0
Empleado 3096,0.91,0.98,3,259,4,0,0,0,0
Empleado 3097,0.71,0.66,3,238,2,0,0,0,0
Empleado 3098,0.73,0.71,3,210,3,0,0,0,0
Empleado 3099,0.44,0.4,3,120,6,0,0,0,0
Empleado 3100,0.6,0.56,2,203,4,0,0,0,0
Empleado 3101,0.73,0.88,4,148,2,0,0,0,0
Empleado 3102,0.8,0.54,4,258,3,0,0,0,0
Empleado 3103,0.97,0.5,3,225,2,0,0,1,0
Empleado 3104,0.99,0.75,4,208,2,0,0,1,0
Empleado 3105,0.96,0.82,4,274,3,0,0,1,0
Empleado 3106,0.24,0.7,5,147,6,1,0,1,0
Empleado 3107,0.45,0.39,2,167,3,0,0,1,0
Empleado 3108,0.74,0.96,4,154,4,0,0,1,0
Empleado 3109,0.6,0.98,4,195,3,0,0,1,0
Empleado 3110,0.67,0.56,3,237,4,0,0,1,0
Empleado 3111,0.57,0.99,4,222,2,0,0,1,0
Empleado 3112,0.87,0.71,5,145,4,0,0,1,0
Empleado 3113,0.25,0.83,3,257,5,1,0,1,0
Empleado 3114,0.98,0.84,3,286,4,0,0,1,0
Empleado 3115,0.3,0.64,2,137,3,0,0,2,0
Empleado 3116,0.21,0.52,5,130,2,0,0,0,0
Empleado 3117,0.56,0.7,3,214,2,0,0,1,0
Empleado 3118,0.75,0.96,3,138,2,0,0,1,0
Empleado 3119,0.5,0.77,3,166,3,0,0,1,0
Empleado 3120,0.61,0.92,4,159,5,0,0,1,0
Empleado 3121,0.83,0.59,5,160,4,0,0,0,0
Empleado 3122,0.66,0.76,3,155,4,1,0,0,0
Empleado 3123,0.84,0.68,3,231,3,0,0,0,0
Empleado 3124,0.87,0.57,4,227,3,0,0,0,0
Empleado 3125,0.48,0.37,3,181,2,0,0,0,0
Empleado 3126,0.84,0.79,4,222,3,0,0,0,0
Empleado 3127,0.49,0.71,3,196,3,0,0,0,0
Empleado 3128,0.67,0.93,3,206,3,0,0,0,0
Empleado 3129,0.12,0.93,6,257,6,1,0,0,0
Empleado 3130,0.99,0.67,5,153,2,0,0,0,0
Empleado 3131,0.17,0.59,5,250,5,0,0,0,0
Empleado 3132,0.58,0.66,3,250,5,0,0,0,0
Empleado 3133,0.5,0.73,3,148,3,0,0,0,0
Empleado 3134,0.35,0.69,3,141,2,1,0,0,0
Empleado 3135,0.93,0.95,6,147,3,0,0,0,0
Empleado 3136,0.73,0.87,3,142,3,0,0,0,0
Empleado 3137,0.91,0.54,3,210,2,0,0,0,0
Empleado 3138,0.72,0.66,3,152,2,0,0,0,0
Empleado 3139,0.51,0.39,3,149,3,0,0,0,0
Empleado 3140,0.55,0.92,3,198,3,0,0,0,0
Empleado 3141,0.66,0.76,3,139,5,0,0,0,0
Empleado 3142,0.84,0.41,6,255,6,1,0,1,0
Empleado 3143,0.81,0.8,4,229,2,0,0,1,0
Empleado 3144,0.81,0.69,5,134,2,0,0,1,0
Empleado 3145,0.5,0.75,5,255,3,0,0,1,0
Empleado 3146,0.78,0.68,5,189,3,0,0,1,0
Empleado 3147,0.76,0.74,3,183,3,0,0,1,0
Empleado 3148,0.49,0.71,3,154,2,0,0,1,0
Empleado 3149,0.99,0.61,3,167,3,0,0,1,0
Empleado 3150,0.73,0.48,4,139,5,0,0,1,0
Empleado 3151,0.88,0.74,5,245,2,0,0,1,0
Empleado 3152,0.79,0.91,4,200,3,0,0,1,0
Empleado 3153,0.83,0.98,3,159,2,0,0,1,0
Empleado 3154,0.21,0.44,4,163,6,0,0,2,0
Empleado 3155,0.87,0.52,3,158,2,1,0,0,0
Empleado 3156,1,0.89,3,194,3,0,0,1,0
Empleado 3157,0.49,0.98,3,267,3,1,0,1,0
Empleado 3158,0.51,0.63,3,183,2,0,0,1,0
Empleado 3159,0.63,0.64,3,174,2,0,0,1,0
Empleado 3160,0.91,0.63,4,240,3,0,0,0,0
Empleado 3161,0.54,0.5,2,123,4,1,0,0,0
Empleado 3162,1,0.59,4,174,3,0,0,0,0
Empleado 3163,0.64,0.91,5,246,3,0,0,0,0
Empleado 3164,0.65,0.96,5,173,2,0,0,0,0
Empleado 3165,0.15,0.93,4,185,5,0,0,0,0
Empleado 3166,0.81,0.83,4,259,3,1,0,0,0
Empleado 3167,0.61,0.83,3,112,4,1,0,0,0
Empleado 3168,0.86,0.55,5,219,2,0,0,1,0
Empleado 3169,0.71,0.62,3,258,2,0,0,1,0
Empleado 3170,0.72,0.82,5,287,3,0,0,1,0
Empleado 3171,0.84,0.37,5,186,2,0,0,1,0
Empleado 3172,0.38,0.74,3,159,4,0,0,1,0
Empleado 3173,0.75,0.56,4,230,3,0,0,1,0
Empleado 3174,0.93,0.77,5,106,5,0,0,1,0
Empleado 3175,0.71,0.64,4,189,3,0,0,1,0
Empleado 3176,0.75,0.96,3,252,3,0,0,1,0
Empleado 3177,0.56,0.68,4,220,2,0,0,1,0
Empleado 3178,0.57,0.82,5,218,3,0,0,1,0
Empleado 3179,0.63,0.83,4,145,4,0,0,1,0
Empleado 3180,0.59,0.91,4,142,3,1,0,1,0
Empleado 3181,0.77,0.62,3,218,2,0,0,1,0
Empleado 3182,0.65,0.7,4,157,4,0,0,1,0
Empleado 3183,0.84,0.49,4,178,3,0,0,1,0
Empleado 3184,0.9,0.45,4,241,6,0,0,1,0
Empleado 3185,0.6,0.83,3,230,3,0,0,1,0
Empleado 3186,0.9,0.74,5,249,3,0,0,1,0
Empleado 3187,0.94,0.7,5,147,2,0,0,1,0
Empleado 3188,0.56,0.9,4,115,3,0,0,1,0
Empleado 3189,0.95,0.86,5,143,3,0,0,1,0
Empleado 3190,0.97,0.85,4,219,3,0,0,1,0
Empleado 3191,0.55,0.63,4,218,2,0,0,1,0
Empleado 3192,0.79,0.6,5,235,2,0,0,1,0
Empleado 3193,0.49,0.76,5,237,3,0,0,2,0
Empleado 3194,0.49,0.58,5,186,2,0,0,2,0
Empleado 3195,0.57,0.65,5,177,2,0,0,2,0
Empleado 3196,0.89,0.81,4,228,4,0,0,2,0
Empleado 3197,0.66,0.59,3,204,3,0,0,2,0
Empleado 3198,0.94,0.77,5,210,3,0,0,2,0
Empleado 3199,0.98,0.95,4,250,2,1,0,2,0
Empleado 3200,0.18,0.52,5,185,6,0,0,2,0
Empleado 3201,0.57,0.73,3,146,3,0,0,2,0
Empleado 3202,0.67,0.55,3,217,2,0,0,2,0
Empleado 3203,0.12,0.61,6,172,6,0,0,2,0
Empleado 3204,0.48,0.95,3,184,2,0,0,2,0
Empleado 3205,0.61,0.97,3,148,3,0,0,0,0
Empleado 3206,0.23,0.52,5,236,4,0,0,0,0
Empleado 3207,0.4,0.38,3,280,2,0,0,0,0
Empleado 3208,0.57,0.6,3,218,3,0,0,0,0
Empleado 3209,0.95,0.98,5,155,3,0,0,0,0
Empleado 3210,0.93,0.66,4,242,4,0,0,0,0
Empleado 3211,0.7,0.88,3,166,5,0,0,0,0
Empleado 3212,0.58,0.9,4,175,3,1,0,0,0
Empleado 3213,0.52,0.95,5,234,3,0,0,0,0
Empleado 3214,0.98,0.88,5,232,3,0,0,0,0
Empleado 3215,0.93,0.94,4,156,3,1,0,0,0
Empleado 3216,0.34,0.63,5,248,3,0,0,0,0
Empleado 3217,0.87,0.75,4,218,2,0,0,0,0
Empleado 3218,0.52,0.96,5,251,2,1,0,0,0
Empleado 3219,0.58,0.91,4,173,4,0,0,0,0
Empleado 3220,0.65,0.51,4,157,3,1,0,1,0
Empleado 3221,0.74,0.59,3,274,3,0,0,1,0
Empleado 3222,0.63,0.7,5,182,3,0,0,1,0
Empleado 3223,0.74,0.74,4,233,2,0,0,1,0
Empleado 3224,0.65,1,4,249,3,0,0,1,0
Empleado 3225,0.48,0.94,3,162,3,1,0,1,0
Empleado 3226,0.84,0.75,3,184,3,0,0,1,0
Empleado 3227,0.6,0.62,3,135,2,0,0,1,0
Empleado 3228,0.56,0.57,3,143,2,0,0,1,0
Empleado 3229,0.13,0.8,5,203,5,0,0,1,0
Empleado 3230,0.83,0.51,5,143,4,0,0,1,0
Empleado 3231,0.91,0.42,2,142,3,1,0,1,0
Empleado 3232,0.97,0.97,5,171,2,0,0,2,0
Empleado 3233,0.9,0.96,3,223,4,0,0,2,0
Empleado 3234,0.57,0.87,4,148,3,0,0,2,0
Empleado 3235,0.84,0.79,6,140,2,0,0,2,0
Empleado 3236,0.84,0.74,4,226,2,0,0,2,0
Empleado 3237,0.17,0.93,5,183,5,0,0,2,0
Empleado 3238,0.97,0.86,5,135,3,0,0,2,0
Empleado 3239,0.94,0.66,3,236,2,0,0,2,0
Empleado 3240,0.83,0.61,5,257,2,0,0,0,0
Empleado 3241,0.91,0.73,3,155,3,0,0,0,0
Empleado 3242,0.9,0.76,2,211,4,0,0,0,0
Empleado 3243,0.95,0.86,3,207,2,0,0,0,0
Empleado 3244,0.69,0.95,3,126,6,0,0,0,0
Empleado 3245,0.49,0.98,3,267,2,0,0,0,0
Empleado 3246,0.45,0.37,6,226,2,0,0,0,0
Empleado 3247,0.21,0.9,2,239,2,0,0,0,0
Empleado 3248,0.67,0.61,3,202,2,0,0,1,0
Empleado 3249,0.76,0.62,3,150,2,1,0,1,0
Empleado 3250,0.19,0.78,5,156,6,0,0,1,0
Empleado 3251,0.52,0.73,2,233,3,0,0,1,0
Empleado 3252,0.66,0.59,5,262,2,0,0,1,0
Empleado 3253,0.95,0.67,3,183,3,0,0,1,0
Empleado 3254,0.95,0.78,4,225,2,0,0,1,0
Empleado 3255,0.57,0.54,5,216,3,0,0,1,0
Empleado 3256,0.48,0.57,5,227,3,0,0,1,0
Empleado 3257,0.95,0.5,4,242,2,0,0,1,0
Empleado 3258,0.7,0.67,4,224,3,0,0,1,0
Empleado 3259,0.48,0.61,3,223,3,1,0,1,0
Empleado 3260,0.62,0.58,3,202,2,0,0,1,0
Empleado 3261,0.58,0.76,3,220,3,0,0,1,0
Empleado 3262,1,0.87,4,129,5,0,0,1,0
Empleado 3263,0.79,0.65,2,193,5,0,0,1,0
Empleado 3264,0.58,0.73,3,165,2,0,0,1,0
Empleado 3265,0.59,0.79,4,209,2,0,0,1,0
Empleado 3266,0.66,0.8,4,183,2,1,0,1,0
Empleado 3267,0.71,0.59,4,138,3,0,0,1,0
Empleado 3268,0.9,0.74,5,152,3,0,0,1,0
