Nombres,nivel_satisfaccion,ultima_evaluacion,numero_proyectos,tiempo_empresa,"accidente_trabajo (0 No, 1 Si)","promocion_ultimos_5 (0 Si, 1 No)","salario (0 Bajo, 1 Medio, 2 2)",prom_horas_mes
Empleado 3013,0.73,0.93,5,3,0,0,0,167
Empleado 3014,0.86,0.94,3,2,0,0,0,151
Empleado 3015,0.76,0.73,3,2,0,0,0,158
Empleado 3016,0.91,0.76,3,5,0,0,0,116
Empleado 3017,1,0.81,5,2,0,0,0,178
Empleado 3018,0.98,0.78,4,3,1,0,0,155
Empleado 3019,0.65,0.89,3,2,0,0,0,151
Empleado 3020,0.62,0.79,4,2,1,0,0,216
Empleado 3021,0.83,0.82,5,3,0,0,0,179
Empleado 3022,0.75,1,4,4,0,0,0,135
Empleado 3023,0.82,0.63,4,4,0,0,0,232
Empleado 3024,0.69,0.68,4,3,0,0,0,168
Empleado 3025,0.41,0.96,6,5,1,0,1,171
Empleado 3026,0.52,0.64,5,2,0,0,1,258
Empleado 3027,0.74,0.86,3,2,0,0,1,221
Empleado 3028,0.33,0.96,5,3,0,0,1,97
Empleado 3029,0.8,0.69,3,3,0,0,1,164
Empleado 3030,0.82,0.89,4,3,0,0,1,237
Empleado 3031,0.59,0.65,5,2,0,0,1,161
Empleado 3032,0.98,0.8,4,2,1,0,1,134
Empleado 3033,0.93,0.94,4,3,0,0,1,188
Empleado 3034,0.49,0.95,4,3,0,0,1,181
Empleado 3035,0.6,0.94,4,2,0,0,1,160
Empleado 3036,0.34,0.82,6,5,1,0,1,197
Empleado 3037,0.71,0.77,3,3,0,0,2,145
Empleado 3038,0.6,0.64,5,2,0,0,0,221
Empleado 3039,0.12,0.78,6,5,0,0,1,260
Empleado 3040,0.16,0.87,3,5,1,0,1,99
Empleado 3041,0.57,0.61,3,3,0,0,1,243
Empleado 3042,0.72,0.8,5,3,0,0,1,244
Empleado 3043,0.91,0.55,4,4,0,0,0,179
Empleado 3044,0.95,0.49,4,6,1,0,0,146
Empleado 3045,0.71,0.9,3,2,1,0,0,262
Empleado 3046,0.9,0.69,4,2,0,0,0,174
Empleado 3047,0.66,0.81,4,4,0,0,0,148
Empleado 3048,0.48,0.59,5,3,0,0,0,235
Empleado 3049,0.82,0.82,5,2,1,0,0,285
Empleado 3050,0.83,0.79,4,3,0,0,0,143
Empleado 3051,0.85,0.82,6,5,0,0,0,141
Empleado 3052,0.84,0.47,3,4,0,0,0,125
Empleado 3053,0.99,0.51,4,3,0,0,0,232
Empleado 3054,0.54,0.72,3,2,0,0,0,172
Empleado 3055,0.64,0.42,5,5,0,0,0,283
Empleado 3056,0.67,0.68,3,3,0,0,0,189
Empleado 3057,0.48,0.54,2,3,0,0,0,144
Empleado 3058,0.58,0.77,4,3,1,0,0,145
Empleado 3059,0.54,0.59,3,3,0,0,0,200
Empleado 3060,0.25,0.65,3,4,0,0,0,264
Empleado 3061,0.9,0.53,3,3,0,0,0,215
Empleado 3062,0.48,0.39,4,3,0,0,0,272
Empleado 3063,0.76,0.9,5,3,0,0,0,142
Empleado 3064,0.72,0.53,5,2,0,0,1,240
Empleado 3065,0.95,0.66,4,2,0,0,1,168
Empleado 3066,0.73,0.55,4,4,0,0,1,171
Empleado 3067,0.93,0.7,3,2,0,0,1,159
Empleado 3068,0.89,0.61,3,4,0,0,1,175
Empleado 3069,0.7,0.97,4,3,0,0,1,244
Empleado 3070,0.98,0.57,3,3,0,0,1,198
Empleado 3071,0.72,0.65,5,3,0,0,1,151
Empleado 3072,0.49,0.69,2,4,0,0,1,188
Empleado 3073,0.15,0.85,3,2,0,0,1,199
Empleado 3074,0.57,0.96,4,3,0,0,1,257
Empleado 3075,0.21,0.81,4,4,0,0,1,144
Empleado 3076,0.46,0.57,4,3,0,0,2,275
Empleado 3077,0.56,0.52,3,3,0,0,0,243
Empleado 3078,0.81,0.66,3,2,1,0,1,181
Empleado 3079,0.93,0.59,5,3,0,0,1,172
Empleado 3080,0.82,0.97,3,5,0,0,1,244
Empleado 3081,0.76,0.51,4,3,0,0,1,242
Empleado 3082,0.97,0.81,3,2,0,0,0,249
Empleado 3083,0.38,0.81,5,3,1,0,0,128
Empleado 3084,0.46,0.49,3,3,0,0,0,213
Empleado 3085,0.34,0.57,4,3,1,0,0,152
Empleado 3086,0.63,0.76,4,3,0,0,0,245
Empleado 3087,0.57,0.56,4,3,0,0,0,113
Empleado 3088,0.17,0.76,4,5,0,0,0,280
Empleado 3089,0.74,0.67,3,3,1,0,0,273
Empleado 3090,0.59,0.56,4,3,1,0,0,221
Empleado 3091,0.49,0.61,5,3,0,0,0,133
Empleado 3092,0.49,0.58,3,4,1,0,0,136
Empleado 3093,0.61,0.71,4,3,1,0,0,243
Empleado 3094,0.81,0.79,5,3,0,0,0,135
Empleado 3095,0.74,0.63,3,3,0,0,0,231
Empleado 3096,0.91,0.98,3,4,0,0,0,259
Empleado 3097,0.71,0.66,3,2,0,0,0,238
Empleado 3098,0.73,0.71,3,3,0,0,0,210
Empleado 3099,0.44,0.4,3,6,0,0,0,120
Empleado 3100,0.6,0.56,2,4,0,0,0,203
Empleado 3101,0.73,0.88,4,2,0,0,0,148
Empleado 3102,0.8,0.54,4,3,0,0,0,258
Empleado 3103,0.97,0.5,3,2,0,0,1,225
Empleado 3104,0.99,0.75,4,2,0,0,1,208
Empleado 3105,0.96,0.82,4,3,0,0,1,274
Empleado 3106,0.24,0.7,5,6,1,0,1,147
Empleado 3107,0.45,0.39,2,3,0,0,1,167
Empleado 3108,0.74,0.96,4,4,0,0,1,154
Empleado 3109,0.6,0.98,4,3,0,0,1,195
Empleado 3110,0.67,0.56,3,4,0,0,1,237
Empleado 3111,0.57,0.99,4,2,0,0,1,222
Empleado 3112,0.87,0.71,5,4,0,0,1,145
Empleado 3113,0.25,0.83,3,5,1,0,1,257
Empleado 3114,0.98,0.84,3,4,0,0,1,286
Empleado 3115,0.3,0.64,2,3,0,0,2,137
Empleado 3116,0.21,0.52,5,2,0,0,0,130
Empleado 3117,0.56,0.7,3,2,0,0,1,214
Empleado 3118,0.75,0.96,3,2,0,0,1,138
Empleado 3119,0.5,0.77,3,3,0,0,1,166
Empleado 3120,0.61,0.92,4,5,0,0,1,159
Empleado 3121,0.83,0.59,5,4,0,0,0,160
Empleado 3122,0.66,0.76,3,4,1,0,0,155
Empleado 3123,0.84,0.68,3,3,0,0,0,231
Empleado 3124,0.87,0.57,4,3,0,0,0,227
Empleado 3125,0.48,0.37,3,2,0,0,0,181
Empleado 3126,0.84,0.79,4,3,0,0,0,222
Empleado 3127,0.49,0.71,3,3,0,0,0,196
Empleado 3128,0.67,0.93,3,3,0,0,0,206
Empleado 3129,0.12,0.93,6,6,1,0,0,257
Empleado 3130,0.99,0.67,5,2,0,0,0,153
Empleado 3131,0.17,0.59,5,5,0,0,0,250
Empleado 3132,0.58,0.66,3,5,0,0,0,250
Empleado 3133,0.5,0.73,3,3,0,0,0,148
Empleado 3134,0.35,0.69,3,2,1,0,0,141
Empleado 3135,0.93,0.95,6,3,0,0,0,147
Empleado 3136,0.73,0.87,3,3,0,0,0,142
Empleado 3137,0.91,0.54,3,2,0,0,0,210
Empleado 3138,0.72,0.66,3,2,0,0,0,152
Empleado 3139,0.51,0.39,3,3,0,0,0,149
Empleado 3140,0.55,0.92,3,3,0,0,0,198
Empleado 3141,0.66,0.76,3,5,0,0,0,139
Empleado 3142,0.84,0.41,6,6,1,0,1,255
Empleado 3143,0.81,0.8,4,2,0,0,1,229
Empleado 3144,0.81,0.69,5,2,0,0,1,134
Empleado 3145,0.5,0.75,5,3,0,0,1,255
Empleado 3146,0.78,0.68,5,3,0,0,1,189
Empleado 3147,0.76,0.74,3,3,0,0,1,183
Empleado 3148,0.49,0.71,3,2,0,0,1,154
Empleado 3149,0.99,0.61,3,3,0,0,1,167
Empleado 3150,0.73,0.48,4,5,0,0,1,139
Empleado 3151,0.88,0.74,5,2,0,0,1,245
Empleado 3152,0.79,0.91,4,3,0,0,1,200
Empleado 3153,0.83,0.98,3,2,0,0,1,159
Empleado 3154,0.21,0.44,4,6,0,0,2,163
Empleado 3155,0.87,0.52,3,2,1,0,0,158
Empleado 3156,1,0.89,3,3,0,0,1,194
Empleado 3157,0.49,0.98,3,3,1,0,1,267
Empleado 3158,0.51,0.63,3,2,0,0,1,183
Empleado 3159,0.63,0.64,3,2,0,0,1,174
Empleado 3160,0.91,0.63,4,3,0,0,0,240
Empleado 3161,0.54,0.5,2,4,1,0,0,123
Empleado 3162,1,0.59,4,3,0,0,0,174
Empleado 3163,0.64,0.91,5,3,0,0,0,246
Empleado 3164,0.65,0.96,5,2,0,0,0,173
Empleado 3165,0.15,0.93,4,5,0,0,0,185
Empleado 3166,0.81,0.83,4,3,1,0,0,259
Empleado 3167,0.61,0.83,3,4,1,0,0,112
Empleado 3168,0.86,0.55,5,2,0,0,1,219
Empleado 3169,0.71,0.62,3,2,0,0,1,258
Empleado 3170,0.72,0.82,5,3,0,0,1,287
Empleado 3171,0.84,0.37,5,2,0,0,1,186
Empleado 3172,0.38,0.74,3,4,0,0,1,159
Empleado 3173,0.75,0.56,4,3,0,0,1,230
Empleado 3174,0.93,0.77,5,5,0,0,1,106
Empleado 3175,0.71,0.64,4,3,0,0,1,189
Empleado 3176,0.75,0.96,3,3,0,0,1,252
Empleado 3177,0.56,0.68,4,2,0,0,1,220
Empleado 3178,0.57,0.82,5,3,0,0,1,218
Empleado 3179,0.63,0.83,4,4,0,0,1,145
Empleado 3180,0.59,0.91,4,3,1,0,1,142
Empleado 3181,0.77,0.62,3,2,0,0,1,218
Empleado 3182,0.65,0.7,4,4,0,0,1,157
Empleado 3183,0.84,0.49,4,3,0,0,1,178
Empleado 3184,0.9,0.45,4,6,0,0,1,241
Empleado 3185,0.6,0.83,3,3,0,0,1,230
Empleado 3186,0.9,0.74,5,3,0,0,1,249
Empleado 3187,0.94,0.7,5,2,0,0,1,147
Empleado 3188,0.56,0.9,4,3,0,0,1,115
Empleado 3189,0.95,0.86,5,3,0,0,1,143
Empleado 3190,0.97,0.85,4,3,0,0,1,219
Empleado 3191,0.55,0.63,4,2,0,0,1,218
Empleado 3192,0.79,0.6,5,2,0,0,1,235
Empleado 3193,0.49,0.76,5,3,0,0,2,237
Empleado 3194,0.49,0.58,5,2,0,0,2,186
Empleado 3195,0.57,0.65,5,2,0,0,2,177
Empleado 3196,0.89,0.81,4,4,0,0,2,228
Empleado 3197,0.66,0.59,3,3,0,0,2,204
Empleado 3198,0.94,0.77,5,3,0,0,2,210
Empleado 3199,0.98,0.95,4,2,1,0,2,250
Empleado 3200,0.18,0.52,5,6,0,0,2,185
Empleado 3201,0.57,0.73,3,3,0,0,2,146
Empleado 3202,0.67,0.55,3,2,0,0,2,217
Empleado 3203,0.12,0.61,6,6,0,0,2,172
Empleado 3204,0.48,0.95,3,2,0,0,2,184
Empleado 3205,0.61,0.97,3,3,0,0,0,148
Empleado 3206,0.23,0.52,5,4,0,0,0,236
Empleado 3207,0.4,0.38,3,2,0,0,0,280
Empleado 3208,0.57,0.6,3,3,0,0,0,218
Empleado 3209,0.95,0.98,5,3,0,0,0,155
Empleado 3210,0.93,0.66,4,4,0,0,0,242
Empleado 3211,0.7,0.88,3,5,0,0,0,166
Empleado 3212,0.58,0.9,4,3,1,0,0,175
Empleado 3213,0.52,0.95,5,3,0,0,0,234
Empleado 3214,0.98,0.88,5,3,0,0,0,232
Empleado 3215,0.93,0.94,4,3,1,0,0,156
Empleado 3216,0.34,0.63,5,3,0,0,0,248
Empleado 3217,0.87,0.75,4,2,0,0,0,218
Empleado 3218,0.52,0.96,5,2,1,0,0,251
Empleado 3219,0.58,0.91,4,4,0,0,0,173
Empleado 3220,0.65,0.51,4,3,1,0,1,157
Empleado 3221,0.74,0.59,3,3,0,0,1,274
Empleado 3222,0.63,0.7,5,3,0,0,1,182
Empleado 3223,0.74,0.74,4,2,0,0,1,233
Empleado 3224,0.65,1,4,3,0,0,1,249
Empleado 3225,0.48,0.94,3,3,1,0,1,162
Empleado 3226,0.84,0.75,3,3,0,0,1,184
Empleado 3227,0.6,0.62,3,2,0,0,1,135
Empleado 3228,0.56,0.57,3,2,0,0,1,143
Empleado 3229,0.13,0.8,5,5,0,0,1,203
Empleado 3230,0.83,0.51,5,4,0,0,1,143
Empleado 3231,0.91,0.42,2,3,1,0,1,142
Empleado 3232,0.97,0.97,5,2,0,0,2,171
Empleado 3233,0.9,0.96,3,4,0,0,2,223
Empleado 3234,0.57,0.87,4,3,0,0,2,148
Empleado 3235,0.84,0.79,6,2,0,0,2,140
Empleado 3236,0.84,0.74,4,2,0,0,2,226
Empleado 3237,0.17,0.93,5,5,0,0,2,183
Empleado 3238,0.97,0.86,5,3,0,0,2,135
Empleado 3239,0.94,0.66,3,2,0,0,2,236
Empleado 3240,0.83,0.61,5,2,0,0,0,257
Empleado 3241,0.91,0.73,3,3,0,0,0,155
Empleado 3242,0.9,0.76,2,4,0,0,0,211
Empleado 3243,0.95,0.86,3,2,0,0,0,207
Empleado 3244,0.69,0.95,3,6,0,0,0,126
Empleado 3245,0.49,0.98,3,2,0,0,0,267
Empleado 3246,0.45,0.37,6,2,0,0,0,226
Empleado 3247,0.21,0.9,2,2,0,0,0,239
Empleado 3248,0.67,0.61,3,2,0,0,1,202
Empleado 3249,0.76,0.62,3,2,1,0,1,150
Empleado 3250,0.19,0.78,5,6,0,0,1,156
Empleado 3251,0.52,0.73,2,3,0,0,1,233
Empleado 3252,0.66,0.59,5,2,0,0,1,262
Empleado 3253,0.95,0.67,3,3,0,0,1,183
Empleado 3254,0.95,0.78,4,2,0,0,1,225
Empleado 3255,0.57,0.54,5,3,0,0,1,216
Empleado 3256,0.48,0.57,5,3,0,0,1,227
Empleado 3257,0.95,0.5,4,2,0,0,1,242
Empleado 3258,0.7,0.67,4,3,0,0,1,224
Empleado 3259,0.48,0.61,3,3,1,0,1,223
Empleado 3260,0.62,0.58,3,2,0,0,1,202
Empleado 3261,0.58,0.76,3,3,0,0,1,220
Empleado 3262,1,0.87,4,5,0,0,1,129
Empleado 3263,0.79,0.65,2,5,0,0,1,193
Empleado 3264,0.58,0.73,3,2,0,0,1,165
Empleado 3265,0.59,0.79,4,2,0,0,1,209
Empleado 3266,0.66,0.8,4,2,1,0,1,183
Empleado 3267,0.71,0.59,4,3,0,0,1,138
Empleado 3268,0.9,0.74,5,3,0,0,1,152
Empleado 3269,0.74,0.63,4,2,0,0,1,170
Empleado 3270,0.66,0.93,5,3,0,0,1,185
Empleado 3271,0.92,0.53,2,2,0,0,2,249
Empleado 3272,0.55,0.51,4,3,0,0,0,155
Empleado 3273,0.51,0.43,3,4,0,0,1,204
Empleado 3274,0.49,0.52,5,4,0,0,1,188
Empleado 3275,0.88,0.52,5,4,0,0,1,264
Empleado 3276,0.6,0.8,4,2,0,0,1,146
Empleado 3277,0.93,0.65,4,4,0,0,1,212
Empleado 3278,0.86,0.59,3,3,0,0,1,215
Empleado 3279,0.78,0.98,4,3,0,0,1,239
Empleado 3280,0.69,0.55,3,3,0,0,1,188
Empleado 3281,0.84,0.51,4,3,0,0,1,259
Empleado 3282,0.48,0.62,3,3,1,0,1,200
Empleado 3283,0.63,0.86,3,2,0,0,0,245
Empleado 3284,0.54,0.61,3,2,0,0,0,182
Empleado 3285,0.85,0.53,4,2,0,0,0,181
Empleado 3286,0.51,0.52,3,3,0,0,0,164
Empleado 3287,0.88,0.86,5,3,0,0,0,257
Empleado 3288,0.87,0.93,3,3,0,0,0,178
Empleado 3289,0.54,0.5,4,3,0,0,0,224
Empleado 3290,0.96,0.67,5,3,0,0,2,170
Empleado 3291,0.58,0.75,4,2,0,0,0,233
Empleado 3292,0.21,0.57,5,3,0,0,2,239
Empleado 3293,0.5,0.56,5,2,0,0,2,185
Empleado 3294,0.52,0.54,4,3,0,0,0,184
Empleado 3295,0.5,0.7,3,2,0,0,0,188
Empleado 3296,0.74,0.86,3,3,1,0,2,186
Empleado 3297,0.69,0.63,3,3,0,0,0,226
Empleado 3298,0.61,0.74,2,6,0,0,1,143
Empleado 3299,0.5,0.82,3,3,0,0,2,213
Empleado 3300,0.79,0.53,2,2,0,0,1,217
Empleado 3301,0.73,0.68,5,2,0,0,1,190
Empleado 3302,0.49,0.69,2,2,0,0,1,147
Empleado 3303,0.7,0.77,2,3,1,0,1,235
Empleado 3304,0.27,0.62,6,3,0,0,2,136
Empleado 3305,0.8,0.54,5,2,0,0,1,261
Empleado 3306,0.45,0.6,6,4,0,0,1,176
Empleado 3307,0.63,0.64,4,4,0,0,1,212
Empleado 3308,0.76,0.52,2,3,0,0,2,148
Empleado 3309,0.42,0.74,6,6,0,0,1,218
Empleado 3310,0.41,0.87,6,6,0,0,2,262
Empleado 3311,0.74,0.46,6,3,0,0,0,145
Empleado 3312,0.82,0.75,3,4,1,0,1,230
Empleado 3313,0.82,0.65,4,2,0,0,1,210
Empleado 3314,0.53,0.73,4,3,0,0,1,227
Empleado 3315,0.71,0.77,4,2,0,0,1,142
Empleado 3316,0.5,0.9,4,2,0,0,0,171
Empleado 3317,0.68,0.89,3,3,0,0,0,241
Empleado 3318,0.68,0.99,3,2,1,0,0,247
Empleado 3319,0.48,0.86,5,3,0,0,0,246
Empleado 3320,0.59,0.72,3,3,1,0,0,188
Empleado 3321,0.21,0.7,3,2,0,0,0,104
Empleado 3322,0.99,0.73,5,4,1,0,0,197
Empleado 3323,1,0.88,4,4,0,0,0,191
Empleado 3324,0.84,0.51,4,2,0,0,0,173
Empleado 3325,0.86,0.82,2,4,1,0,0,207
Empleado 3326,0.52,0.54,5,4,0,0,2,247
Empleado 3327,0.94,0.97,5,5,1,0,0,197
Empleado 3328,0.55,0.81,3,2,0,0,0,242
Empleado 3329,0.79,0.59,3,2,0,0,0,145
Empleado 3330,0.91,0.9,4,3,0,0,0,174
Empleado 3331,0.82,0.99,3,2,0,0,2,195
Empleado 3332,0.84,0.94,4,3,1,0,0,270
Empleado 3333,0.72,0.68,4,3,0,0,0,238
Empleado 3334,0.68,0.85,4,2,0,0,0,156
Empleado 3335,0.99,0.96,5,3,0,0,2,261
Empleado 3336,0.74,0.85,5,2,0,0,0,135
Empleado 3337,0.8,0.41,6,4,0,0,1,185
Empleado 3338,0.55,0.55,3,3,0,0,2,197
Empleado 3339,0.56,0.95,3,3,0,0,1,241
Empleado 3340,0.88,0.98,3,3,1,0,2,263
Empleado 3341,0.86,0.49,4,2,0,0,1,251
Empleado 3342,0.64,0.95,3,2,0,0,1,218
Empleado 3343,0.82,0.58,4,3,0,0,1,183
Empleado 3344,0.66,0.8,4,3,0,0,1,252
Empleado 3345,0.64,0.95,3,3,0,0,1,98
Empleado 3346,0.17,0.78,6,4,0,0,1,284
Empleado 3347,0.75,0.68,4,2,0,0,1,220
Empleado 3348,0.45,0.39,4,3,0,0,1,275
Empleado 3349,0.99,0.9,4,3,0,0,2,164
Empleado 3350,0.93,0.67,5,4,0,0,0,237
Empleado 3351,0.88,0.8,3,3,0,0,1,133
Empleado 3352,0.62,0.52,5,4,0,0,1,256
Empleado 3353,0.94,0.88,4,3,0,0,1,270
Empleado 3354,0.59,0.92,4,2,0,0,1,196
Empleado 3355,0.93,0.89,4,2,0,0,1,209
Empleado 3356,0.71,0.39,3,3,0,0,1,261
Empleado 3357,0.6,0.6,3,2,0,0,1,221
Empleado 3358,0.71,0.69,4,3,1,0,1,180
Empleado 3359,0.91,0.57,4,3,0,0,1,145
Empleado 3360,0.78,0.96,4,2,0,0,2,111
Empleado 3361,0.52,0.63,4,3,0,0,0,232
Empleado 3362,0.99,0.7,5,3,0,0,0,195
Empleado 3363,0.86,0.51,4,2,1,0,0,211
Empleado 3364,0.74,0.68,4,2,0,0,2,194
Empleado 3365,0.15,0.84,4,5,0,0,0,275
Empleado 3366,0.57,0.54,3,3,0,0,0,140
Empleado 3367,0.67,0.6,3,3,0,0,0,157
Empleado 3368,0.8,0.93,4,3,0,0,2,258
Empleado 3369,0.83,0.82,5,4,0,0,0,273
Empleado 3370,0.69,0.53,3,2,0,0,0,135
Empleado 3371,0.64,0.83,3,4,0,0,0,188
Empleado 3372,0.95,0.52,5,2,0,0,0,222
Empleado 3373,0.97,0.52,4,3,0,0,0,231
Empleado 3374,0.85,0.86,3,2,0,0,0,255
Empleado 3375,0.72,0.51,3,2,0,0,0,254
Empleado 3376,0.91,0.85,3,3,1,0,1,244
Empleado 3377,0.81,0.83,3,4,0,0,1,132
Empleado 3378,0.13,0.67,5,6,0,0,1,234
Empleado 3379,0.95,0.81,4,3,0,0,1,272
Empleado 3380,0.82,0.54,4,3,0,0,1,191
Empleado 3381,0.63,0.93,4,4,0,0,1,238
Empleado 3382,0.55,0.69,3,2,0,0,1,225
Empleado 3383,0.83,0.95,3,2,0,0,1,211
Empleado 3384,0.54,0.98,3,3,0,0,1,217
Empleado 3385,0.89,0.91,5,4,0,0,1,156
Empleado 3386,0.79,0.55,3,3,0,0,1,147
Empleado 3387,0.56,0.73,4,3,0,0,1,134
Empleado 3388,0.89,0.7,4,2,1,0,2,235
Empleado 3389,1,0.66,4,4,0,0,0,238
Empleado 3390,0.43,0.72,3,4,0,0,1,258
Empleado 3391,0.71,0.55,5,3,0,0,1,224
Empleado 3392,0.98,0.59,4,2,0,0,1,149
Empleado 3393,0.81,0.7,4,2,1,0,1,219
Empleado 3394,0.71,0.53,3,2,0,0,0,186
Empleado 3395,0.99,0.6,4,4,0,0,0,259
Empleado 3396,0.34,0.62,3,2,0,0,0,119
Empleado 3397,0.58,0.91,3,2,0,0,0,223
Empleado 3398,0.77,0.49,4,3,0,0,0,184
Empleado 3399,0.64,0.5,3,4,0,0,0,238
Empleado 3400,0.13,1,4,5,1,0,0,157
Empleado 3401,0.98,0.6,2,3,0,0,0,249
Empleado 3402,0.72,0.84,4,2,0,0,0,195
Empleado 3403,0.55,0.79,3,2,0,0,0,162
Empleado 3404,0.62,0.91,4,3,0,0,0,231
Empleado 3405,0.74,0.91,2,3,0,0,0,264
Empleado 3406,0.69,0.96,3,3,0,0,0,210
Empleado 3407,0.6,0.63,4,3,0,0,0,192
Empleado 3408,0.54,0.43,3,2,0,0,0,192
Empleado 3409,0.56,0.75,4,3,0,0,0,249
Empleado 3410,0.58,0.86,5,3,0,0,0,206
Empleado 3411,0.21,0.66,4,5,0,0,0,165
Empleado 3412,0.52,0.85,5,3,0,0,0,183
Empleado 3413,0.98,0.7,4,2,0,0,0,253
Empleado 3414,0.85,0.97,3,3,0,0,0,256
Empleado 3415,0.62,0.88,2,4,0,0,1,263
Empleado 3416,0.63,0.61,3,3,1,0,1,234
Empleado 3417,0.84,0.97,6,2,0,0,1,223
Empleado 3418,0.71,0.69,2,3,0,0,1,172
Empleado 3419,0.36,0.55,6,6,0,0,1,226
Empleado 3420,0.79,0.56,6,4,1,0,1,205
Empleado 3421,0.59,0.55,4,2,0,0,1,235
Empleado 3422,0.5,0.53,4,3,0,0,1,263
Empleado 3423,0.88,0.66,4,3,1,0,1,271
Empleado 3424,0.65,0.69,6,5,0,0,1,131
Empleado 3425,0.71,0.56,4,4,0,0,1,238
Empleado 3426,0.89,0.54,3,2,0,0,1,214
Empleado 3427,0.83,0.84,3,3,0,0,2,267
Empleado 3428,0.73,0.53,3,2,0,0,0,184
Empleado 3429,0.71,0.67,3,3,0,0,1,264
Empleado 3430,0.53,0.66,3,2,0,0,1,109
Empleado 3431,0.74,0.7,3,4,1,0,1,253
Empleado 3432,0.6,0.52,4,2,1,0,1,207
Empleado 3433,0.47,0.6,4,5,0,0,0,263
Empleado 3434,0.88,0.88,3,2,1,0,0,214
Empleado 3435,0.62,0.67,2,3,0,0,0,153
Empleado 3436,0.24,0.48,5,5,1,0,0,123
Empleado 3437,0.15,0.36,5,2,0,0,0,159
Empleado 3438,0.92,0.82,3,3,0,0,0,185
Empleado 3439,0.74,0.7,4,3,1,0,0,167
Empleado 3440,0.86,0.77,3,3,0,0,0,271
Empleado 3441,0.96,0.61,3,3,0,0,0,140
Empleado 3442,0.54,0.6,4,3,0,0,0,141
Empleado 3443,0.99,0.87,4,2,0,0,0,190
Empleado 3444,0.72,0.73,5,2,0,0,0,134
Empleado 3445,0.96,0.75,5,4,0,0,0,176
Empleado 3446,0.73,0.73,4,2,0,0,0,194
Empleado 3447,0.67,0.44,5,4,0,0,0,212
Empleado 3448,0.58,0.72,5,3,1,0,0,234
Empleado 3449,0.9,0.99,4,2,0,0,0,190
Empleado 3450,0.99,0.37,5,3,0,0,0,155
Empleado 3451,0.89,0.58,4,2,0,0,0,232
Empleado 3452,0.72,0.95,4,3,0,0,0,216
Empleado 3453,0.77,0.8,3,3,0,0,0,207
Empleado 3454,0.8,0.94,4,4,0,0,1,200
Empleado 3455,0.89,0.86,3,4,0,0,1,178
Empleado 3456,0.59,0.81,4,2,0,0,1,173
Empleado 3457,0.24,0.87,5,5,0,0,1,268
Empleado 3458,0.94,0.59,6,2,0,0,1,212
Empleado 3459,0.74,0.5,4,3,0,0,1,216
Empleado 3460,0.63,0.62,5,6,0,0,1,212
Empleado 3461,0.63,0.59,3,3,1,0,1,155
Empleado 3462,0.77,0.65,4,2,0,0,1,164
Empleado 3463,0.87,0.74,3,3,0,0,1,209
Empleado 3464,0.79,0.61,4,3,0,0,1,136
Empleado 3465,0.54,0.84,4,3,0,0,1,223
Empleado 3466,0.59,0.83,4,4,0,0,2,239
Empleado 3467,0.86,0.87,3,4,0,0,0,205
Empleado 3468,0.98,0.68,3,3,0,0,1,203
Empleado 3469,1,0.79,5,4,0,0,1,152
Empleado 3470,0.9,0.79,4,3,1,0,1,236
Empleado 3471,0.34,0.6,4,3,0,0,1,114
Empleado 3472,0.95,0.93,3,2,0,0,0,209
Empleado 3473,0.79,0.48,4,2,0,0,0,178
Empleado 3474,0.13,0.91,4,5,0,0,0,175
Empleado 3475,0.72,0.69,3,4,0,0,0,270
Empleado 3476,0.63,0.54,3,2,1,0,0,145
Empleado 3477,0.81,0.76,5,2,0,0,0,134
Empleado 3478,0.71,0.75,4,4,0,0,0,272
Empleado 3479,0.49,0.76,3,2,0,0,0,208
Empleado 3480,0.59,0.65,4,3,1,0,0,219
Empleado 3481,0.87,0.59,5,3,0,0,0,154
Empleado 3482,0.66,0.6,3,4,0,0,0,179
Empleado 3483,0.78,0.92,5,2,0,0,0,137
Empleado 3484,0.65,0.7,4,2,0,0,0,211
Empleado 3485,0.8,0.97,5,4,0,0,0,271
Empleado 3486,0.56,0.75,4,2,0,0,0,192
Empleado 3487,0.85,0.67,4,4,0,0,0,228
Empleado 3488,0.14,0.46,2,6,1,0,0,267
Empleado 3489,0.74,0.62,4,2,0,0,0,272
Empleado 3490,0.86,0.93,2,2,0,0,0,260
Empleado 3491,0.71,0.96,4,3,0,0,0,161
Empleado 3492,0.83,0.99,4,2,0,0,0,226
Empleado 3493,0.52,0.49,4,4,1,0,1,249
Empleado 3494,0.63,0.8,3,3,0,0,1,243
Empleado 3495,0.92,0.93,4,2,0,0,1,247
Empleado 3496,0.66,0.87,3,2,0,0,1,186
Empleado 3497,0.77,0.7,3,3,0,0,1,155
Empleado 3498,0.74,0.97,2,4,0,0,1,135
Empleado 3499,0.81,0.76,5,4,0,0,1,198
Empleado 3500,0.67,0.55,3,2,0,0,1,175
Empleado 3501,0.75,0.92,3,3,0,0,1,192
Empleado 3502,0.65,0.36,2,3,0,0,1,282
Empleado 3503,0.81,0.6,4,3,0,0,1,179
Empleado 3504,0.57,0.77,4,3,0,0,1,245
Empleado 3505,0.89,0.66,4,3,0,0,2,235
Empleado 3506,0.5,0.56,4,2,0,0,0,266
Empleado 3507,0.21,0.42,4,4,1,0,1,269
Empleado 3508,0.79,0.67,3,2,0,0,1,264
